TransactionID,TransactionDate,RouteID,TransactionType,Amount
1185,2026-02-16,4,Airport Fees,-6303.21
1186,2024-05-20,9,Crew Cost,-10367.39
1187,2024-10-22,14,Fuel,-21549.02
1188,2026-06-29,1,Ticket Revenue,18699.09
1189,2025-12-20,10,Ticket Revenue,6318.14
1190,2025-01-25,12,Maintenance,-8238.33
1191,2024-10-02,6,Fuel,-10997.19
1192,2024-02-18,9,Baggage Revenue,4288.54
1193,2026-07-15,13,Crew Cost,-7339.68
1194,2024-06-02,12,Airport Fees,-7918.47
1195,2024-03-09,10,Fuel,-4965.22
1196,2025-03-10,3,Catering,-7053.17
1197,2025-04-05,4,Baggage Revenue,10789.33
1198,2024-07-15,4,Catering,-21240.54
1199,2024-08-12,11,Baggage Revenue,17095.56
1200,2025-10-02,14,Catering,-1954.09
1201,2025-05-23,8,Catering,-12856.81
1202,2024-08-14,7,Crew Cost,-6100.46
1203,2025-01-18,15,Ticket Revenue,331.36
1204,2026-01-12,8,Catering,-14267.08
1205,2026-08-06,11,Catering,-5218.1
1206,2024-07-19,10,Catering,-16280.35
1207,2024-07-01,13,Baggage Revenue,6739.39
1208,2025-07-16,8,Ticket Revenue,6279.57
1209,2025-01-05,6,Airport Fees,-14893.23
1210,2025-05-15,12,Ticket Revenue,14889.27
1211,2025-04-20,1,Baggage Revenue,21264.22
1212,2026-02-08,4,Catering,-5198.51
1213,2024-02-11,2,Crew Cost,-24677.48
1214,2025-08-05,14,Baggage Revenue,9420.85
1215,2026-08-04,14,Airport Fees,-24258.48
1216,2025-05-08,1,Baggage Revenue,4138.08
1217,2024-06-09,4,Crew Cost,-23832.04
1218,2026-05-17,8,Fuel,-24113.13
1219,2024-05-29,15,Fuel,-7473.19
1220,2026-04-24,15,Baggage Revenue,5318.06
1221,2025-07-30,9,Maintenance,-15193.92
1222,2026-04-25,10,Ticket Revenue,3691.46
1223,2024-03-22,5,Catering,-7589.58
1224,2024-08-14,8,Catering,-24578.36
1225,2026-03-01,14,Crew Cost,-19194.3
1226,2025-11-19,15,Catering,-19961.25
1227,2025-09-01,9,Ticket Revenue,21874.2
1228,2025-09-05,2,Airport Fees,-17327.61
1229,2026-07-10,5,Catering,-18000.92
1230,2026-03-24,7,Crew Cost,-18393.62
1231,2024-08-08,5,Catering,-9968.76
1232,2025-08-28,14,Airport Fees,-2773.69
1233,2025-09-19,8,Maintenance,-15367.19
1234,2024-07-02,11,Baggage Revenue,20057.55
1235,2024-09-17,12,Baggage Revenue,6090.76
1236,2024-10-02,6,Catering,-4804.38
1237,2025-11-22,13,Catering,-23937.99
1238,2025-04-09,15,Maintenance,-3719.54
1239,2025-04-28,6,Ticket Revenue,13854.68
1240,2025-06-14,12,Ticket Revenue,18606.11
1241,2024-05-07,9,Fuel,-2646.96
1242,2025-02-13,15,Catering,-14146.37
1243,2024-12-20,11,Maintenance,-17100.5
1244,2026-04-05,9,Catering,-1379.21
1245,2024-03-18,13,Ticket Revenue,10669.78
1246,2026-03-27,1,Maintenance,-12015.03
1247,2026-06-06,14,Baggage Revenue,14030.7
1248,2025-12-18,15,Catering,-1280.52
1249,2026-06-29,12,Baggage Revenue,22369.6
1250,2025-03-02,13,Ticket Revenue,21555.32
1251,2024-06-13,6,Catering,-21375.67
1252,2025-12-31,9,Maintenance,-13135.3
1253,2024-04-26,3,Baggage Revenue,19765.87
1254,2026-04-02,3,Crew Cost,-20090.54
1255,2025-07-04,7,Airport Fees,-24089.78
1256,2025-08-03,14,Maintenance,-20460.82
1257,2025-05-23,9,Crew Cost,-3249.23
1258,2025-08-03,10,Crew Cost,-3824.17
1259,2026-04-17,15,Fuel,-12861.54
1260,2024-08-12,1,Catering,-17823.24
1261,2025-04-07,1,Fuel,-20932.46
1262,2024-12-06,8,Ticket Revenue,592.54
1263,2024-06-14,3,Crew Cost,-11010.07
1264,2025-10-18,15,Crew Cost,-10760.27
1265,2025-04-12,5,Airport Fees,-17453.79
1266,2026-05-14,9,Baggage Revenue,13990.35
1267,2024-08-03,1,Ticket Revenue,20127.82
1268,2025-10-20,11,Baggage Revenue,17591.6
1269,2025-12-20,15,Ticket Revenue,12170.22
1270,2024-11-23,10,Ticket Revenue,6173.09
1271,2025-09-14,7,Ticket Revenue,16213.73
1272,2026-01-23,8,Crew Cost,-5903.84
1273,2024-09-10,7,Airport Fees,-16294.47
1274,2025-04-05,11,Maintenance,-4035.48
1275,2025-01-18,3,Maintenance,-5536.86
1276,2024-12-10,3,Catering,-10912.37
1277,2025-04-03,9,Airport Fees,-13113.89
1278,2024-12-03,6,Catering,-23856.19
1279,2026-08-10,14,Catering,-15306.82
1280,2026-02-05,14,Crew Cost,-10790.89
1281,2024-11-30,15,Maintenance,-20752.84
1282,2026-03-30,5,Baggage Revenue,3740.06
1283,2025-01-14,5,Crew Cost,-664.91
1284,2024-11-09,7,Fuel,-6613.39
1285,2025-08-17,12,Airport Fees,-13460.36
1286,2024-07-15,2,Ticket Revenue,16019.06
1287,2024-05-12,11,Airport Fees,-20097.83
1288,2025-05-28,14,Baggage Revenue,15201.42
1289,2024-07-21,14,Maintenance,-3168.58
1290,2026-03-19,5,Catering,-19849.68
1291,2024-12-13,7,Crew Cost,-607.87
1292,2024-04-11,9,Baggage Revenue,17722.66
1293,2025-05-01,5,Maintenance,-13177.66
1294,2025-04-12,6,Maintenance,-12530.28
1295,2024-07-09,6,Maintenance,-18706.79
1296,2024-01-01,6,Airport Fees,-1389.95
1297,2024-06-24,6,Maintenance,-10442.91
1298,2025-07-21,3,Maintenance,-23555.2
1299,2025-03-27,8,Catering,-640.11
1300,2024-09-04,15,Airport Fees,-21971.15
1301,2025-05-06,4,Maintenance,-16319.23
1302,2024-12-22,5,Maintenance,-22729.68
1303,2024-12-07,4,Fuel,-1434.4
1304,2024-11-03,6,Maintenance,-20240.7
1305,2025-03-31,1,Baggage Revenue,13424.98
1306,2025-04-16,3,Fuel,-6437.28
1307,2024-05-20,5,Baggage Revenue,11934.32
1308,2025-10-13,10,Ticket Revenue,23100.79
1309,2024-11-19,6,Maintenance,-11153.16
1310,2024-04-05,2,Airport Fees,-3680.49
1311,2024-07-10,9,Fuel,-1918.02
1312,2025-09-18,10,Catering,-653.97
1313,2025-06-19,10,Fuel,-5517.41
1314,2024-09-23,8,Catering,-13869.06
1315,2025-05-14,4,Crew Cost,-8952.47
1316,2025-12-19,10,Catering,-21913.4
1317,2025-09-25,13,Baggage Revenue,19714.97
1318,2024-04-12,1,Baggage Revenue,11780.29
1319,2025-10-21,11,Maintenance,-5989.14
1320,2026-02-02,11,Ticket Revenue,10544.11
1321,2024-08-12,5,Crew Cost,-16056.51
1322,2025-10-23,1,Catering,-873.52
1323,2025-04-21,8,Fuel,-22263.9
1324,2024-04-03,14,Fuel,-16472.04
1325,2026-05-06,12,Maintenance,-24075.07
1326,2026-04-30,12,Fuel,-16706.09
1327,2026-03-02,7,Fuel,-9258.95
1328,2024-03-12,2,Ticket Revenue,11119.99
1329,2026-05-08,9,Airport Fees,-471.93
1330,2024-05-11,9,Baggage Revenue,1713.56
1331,2025-03-06,9,Ticket Revenue,2843.75
1332,2024-06-28,15,Catering,-10019.44
1333,2025-05-16,12,Airport Fees,-7386.77
1334,2024-07-01,4,Baggage Revenue,10197.71
1335,2025-03-10,12,Catering,-10330.67
1336,2026-05-27,2,Baggage Revenue,8967.8
1337,2025-09-07,6,Maintenance,-12990.61
1338,2025-01-27,7,Baggage Revenue,23409.12
1339,2024-10-06,6,Maintenance,-13213.52
1340,2024-06-03,3,Ticket Revenue,20559.11
1341,2026-06-01,5,Baggage Revenue,19553.47
1342,2025-06-09,12,Baggage Revenue,10611.01
1343,2026-06-22,1,Airport Fees,-6219.38
1344,2025-12-13,14,Catering,-1082.3
1345,2024-04-06,13,Ticket Revenue,1675.37
1346,2026-07-26,7,Crew Cost,-5710.89
1347,2025-12-20,3,Crew Cost,-21965.84
1348,2025-07-27,15,Fuel,-2903.91
1349,2025-06-26,15,Fuel,-20687.63
1350,2024-04-23,3,Baggage Revenue,11593.42
1351,2025-07-12,13,Fuel,-16245.24
1352,2024-05-01,14,Airport Fees,-3852.34
1353,2025-10-29,13,Ticket Revenue,19912.28
1354,2026-06-06,5,Fuel,-2516.25
1355,2025-03-19,10,Baggage Revenue,13218.37
1356,2026-01-03,14,Catering,-2845.72
1357,2025-05-27,10,Crew Cost,-21420.47
1358,2024-05-21,14,Airport Fees,-14833.73
1359,2025-03-22,3,Fuel,-13777.58
1360,2026-01-28,6,Crew Cost,-7035.21
1361,2026-07-09,15,Ticket Revenue,12922.5
1362,2024-04-03,1,Baggage Revenue,810.1
1363,2025-08-06,13,Maintenance,-12176.98
1364,2024-12-24,5,Catering,-5594.53
1365,2024-06-18,3,Fuel,-22334.66
1366,2024-01-21,7,Fuel,-7026.41
1367,2025-03-18,7,Maintenance,-12928.58
1368,2026-07-22,15,Fuel,-377.61
1369,2026-08-02,6,Airport Fees,-18648.93
1370,2024-11-21,11,Catering,-4269.05
1371,2026-05-23,5,Maintenance,-24969.79
1372,2024-04-29,10,Fuel,-7532.69
1373,2025-11-16,12,Airport Fees,-16736.3
1374,2026-02-16,10,Fuel,-24010.63
1375,2025-03-27,10,Catering,-18980.85
1376,2025-02-03,6,Airport Fees,-8938.21
1377,2024-10-27,11,Ticket Revenue,23043.2
1378,2025-08-17,11,Fuel,-5553.12
1379,2025-10-15,5,Airport Fees,-15971.5
1380,2026-04-05,5,Ticket Revenue,18702.42
1381,2025-04-22,1,Airport Fees,-9115.42
1382,2024-09-06,12,Airport Fees,-20832.39
1383,2025-11-08,1,Fuel,-11971.52
1384,2025-05-30,10,Crew Cost,-21579.57
1385,2025-10-10,7,Catering,-5599.76
1386,2024-06-07,12,Ticket Revenue,22422.34
1387,2025-02-13,2,Maintenance,-13466.63
1388,2026-03-26,3,Airport Fees,-10888.96
1389,2024-02-01,12,Fuel,-6113.38
1390,2024-11-02,9,Airport Fees,-2846.16
1391,2025-05-18,14,Baggage Revenue,7492.92
1392,2025-04-11,3,Maintenance,-10122.07
1393,2025-06-27,1,Crew Cost,-15098.35
1394,2025-11-24,5,Baggage Revenue,18166.16
1395,2025-08-08,3,Baggage Revenue,1356.18
1396,2026-05-15,12,Maintenance,-23800.6
1397,2025-08-21,9,Airport Fees,-6441.29
1398,2024-11-29,7,Catering,-17061.74
1399,2025-08-24,15,Baggage Revenue,20225.35
1400,2024-03-22,1,Catering,-10607.62
1401,2026-03-03,12,Ticket Revenue,11111.56
1402,2025-05-16,14,Crew Cost,-1481.12
1403,2025-07-06,1,Fuel,-10381.08
1404,2024-01-13,2,Ticket Revenue,23447.32
1405,2024-02-13,3,Airport Fees,-9419.86
1406,2025-01-11,8,Maintenance,-22463.25
1407,2024-04-05,7,Crew Cost,-17612.04
1408,2025-01-26,8,Fuel,-22156.38
1409,2026-04-29,12,Catering,-5137.95
1410,2025-03-22,6,Catering,-16817.49
1411,2025-11-29,15,Crew Cost,-2756.13
1412,2025-01-26,1,Maintenance,-12338.63
1413,2025-02-16,3,Crew Cost,-18189.24
1414,2025-12-08,4,Baggage Revenue,4295.1
1415,2026-05-13,2,Airport Fees,-23981.32
1416,2024-08-14,3,Crew Cost,-11904.56
1417,2026-08-11,2,Crew Cost,-11354.47
1418,2025-05-12,3,Maintenance,-22183.64
1419,2024-08-20,7,Crew Cost,-21546.84
1420,2024-11-07,2,Maintenance,-22944.27
1421,2024-04-20,8,Ticket Revenue,16844.02
1422,2025-08-18,13,Catering,-16650.85
1423,2024-04-09,8,Crew Cost,-5974.3
1424,2025-02-08,2,Baggage Revenue,18634.04
1425,2024-01-27,8,Airport Fees,-15651.46
1426,2024-07-16,5,Airport Fees,-8773.92
1427,2025-03-30,13,Maintenance,-24174.76
1428,2025-07-22,9,Fuel,-12309.25
1429,2025-10-31,4,Ticket Revenue,18167.19
1430,2024-08-25,1,Catering,-16749.38
1431,2024-11-09,7,Catering,-560.16
1432,2025-01-14,8,Crew Cost,-11581.31
1433,2025-02-14,1,Catering,-15292.44
1434,2025-02-02,7,Ticket Revenue,24997.91
1435,2024-05-06,12,Fuel,-4112.05
1436,2026-05-10,13,Crew Cost,-17144.19
1437,2024-10-17,11,Ticket Revenue,11084.4
1438,2025-12-09,2,Airport Fees,-11921.72
1439,2025-08-27,5,Crew Cost,-4211.05
1440,2025-08-25,1,Crew Cost,-13394.05
1441,2026-08-02,9,Ticket Revenue,1432.37
1442,2024-04-17,3,Ticket Revenue,10528.41
1443,2024-11-22,2,Ticket Revenue,10316.32
1444,2024-10-23,8,Airport Fees,-4585.97
1445,2026-08-11,11,Baggage Revenue,24941.98
1446,2024-02-17,2,Crew Cost,-17896.87
1447,2024-10-15,3,Ticket Revenue,23904.53
1448,2025-05-31,10,Maintenance,-18639.51
1449,2024-01-06,9,Maintenance,-12499.76
1450,2024-04-22,12,Fuel,-15434.83
1451,2026-05-05,2,Maintenance,-4447.3
1452,2024-01-28,9,Maintenance,-4077.35
1453,2024-06-22,8,Baggage Revenue,12312.61
1454,2024-12-07,6,Ticket Revenue,5315.49
1455,2024-12-20,10,Baggage Revenue,19319.45
1456,2025-12-13,7,Baggage Revenue,7634.76
1457,2024-10-22,15,Crew Cost,-2457.44
1458,2025-02-11,4,Ticket Revenue,14759.47
1459,2025-05-05,12,Maintenance,-14019.58
1460,2024-03-23,13,Crew Cost,-6750.49
1461,2024-12-09,15,Ticket Revenue,3480.41
1462,2025-06-01,5,Catering,-15825.13
1463,2024-09-25,6,Baggage Revenue,18586.71
1464,2025-03-06,13,Fuel,-4970.37
1465,2025-06-03,11,Crew Cost,-18723.71
1466,2026-07-09,15,Fuel,-16491.74
1467,2025-07-11,6,Maintenance,-19430.63
1468,2024-05-11,4,Maintenance,-1878.38
1469,2025-12-05,11,Ticket Revenue,24161.51
1470,2025-10-16,13,Catering,-16590.97
1471,2024-11-16,14,Crew Cost,-6691.62
1472,2025-11-21,13,Airport Fees,-21965.67
1473,2024-04-28,15,Ticket Revenue,14644.33
1474,2026-03-23,10,Maintenance,-4265.24
1475,2024-06-01,1,Airport Fees,-21358.86
1476,2026-03-22,13,Crew Cost,-18137.92
1477,2024-10-31,5,Airport Fees,-7224.16
1478,2025-01-22,7,Baggage Revenue,13731.38
1479,2024-09-10,11,Airport Fees,-10159.98
1480,2025-12-17,10,Crew Cost,-468.25
1481,2025-09-03,10,Catering,-12100.18
1482,2025-01-10,7,Crew Cost,-6119.57
1483,2026-01-03,5,Maintenance,-4114.1
1484,2026-05-07,15,Airport Fees,-2588.3
1485,2025-02-02,11,Baggage Revenue,5818.64
1486,2025-11-06,8,Fuel,-19059.76
1487,2026-05-14,5,Ticket Revenue,9160.97
1488,2024-02-10,4,Maintenance,-3734.85
1489,2024-09-30,10,Catering,-4488.42
1490,2024-06-29,11,Airport Fees,-16412.45
1491,2025-07-19,12,Maintenance,-10263.94
1492,2026-05-16,12,Crew Cost,-15663.17
1493,2026-07-20,8,Crew Cost,-1589.2
1494,2025-06-23,13,Baggage Revenue,18293.33
1495,2026-06-07,10,Maintenance,-24079.5
1496,2026-01-14,1,Airport Fees,-19727.38
1497,2026-01-06,2,Ticket Revenue,18126.81
1498,2026-03-26,12,Airport Fees,-5205.81
1499,2026-02-27,14,Fuel,-10318.74
1500,2024-02-15,8,Airport Fees,-4145.58
1501,2025-07-15,15,Crew Cost,-19123.45
1502,2024-04-14,11,Maintenance,-18632.16
1503,2024-05-13,13,Maintenance,-3342.97
1504,2026-06-17,8,Crew Cost,-18706.98
1505,2025-10-11,11,Fuel,-14406.47
1506,2025-08-06,5,Ticket Revenue,24523.93
1507,2026-06-25,14,Airport Fees,-24742.98
1508,2025-11-20,1,Ticket Revenue,2294.33
1509,2025-04-28,1,Crew Cost,-20969.42
1510,2025-01-13,5,Fuel,-4264.93
1511,2024-10-19,4,Baggage Revenue,13881.8
1512,2024-08-19,10,Ticket Revenue,12776.76
1513,2024-12-18,11,Fuel,-7064.75
1514,2024-04-05,1,Airport Fees,-18136.09
1515,2024-01-13,4,Catering,-13535.53
1516,2024-07-24,14,Fuel,-15665.81
1517,2025-03-15,10,Maintenance,-17370.87
1518,2024-04-08,6,Baggage Revenue,10290.63
1519,2024-11-11,6,Ticket Revenue,1323.85
1520,2026-06-07,1,Baggage Revenue,6665.18
1521,2025-06-30,7,Baggage Revenue,4637.85
1522,2026-04-14,14,Airport Fees,-18907.62
1523,2024-06-22,9,Ticket Revenue,6465.88
1524,2025-12-23,3,Catering,-9321.3
1525,2024-04-23,15,Catering,-11318.53
1526,2024-01-22,1,Catering,-20930.86
1527,2024-01-02,1,Maintenance,-21158.77
1528,2025-05-14,2,Baggage Revenue,5731.93
1529,2024-01-04,2,Maintenance,-10386.23
1530,2024-08-17,8,Maintenance,-6337.71
1531,2025-10-25,13,Baggage Revenue,24407.88
1532,2024-03-13,5,Maintenance,-13468.64
1533,2026-04-26,11,Fuel,-319.85
1534,2024-01-21,13,Catering,-2538.42
1535,2026-03-03,10,Airport Fees,-21443.01
1536,2025-11-17,9,Fuel,-10132.09
1537,2026-03-20,1,Maintenance,-22662.1
1538,2024-12-29,5,Ticket Revenue,16682.14
1539,2024-02-26,14,Maintenance,-13471.11
1540,2025-07-18,9,Maintenance,-20429.5
1541,2026-07-01,7,Catering,-18339.85
1542,2026-01-11,15,Ticket Revenue,14671.39
1543,2025-09-18,10,Crew Cost,-2398.77
1544,2025-03-05,13,Maintenance,-20121.23
1545,2024-08-15,2,Airport Fees,-20834.03
1546,2024-05-03,3,Ticket Revenue,22375.76
1547,2024-02-19,14,Crew Cost,-2811.06
1548,2026-06-22,14,Fuel,-24312.1
1549,2026-06-19,5,Baggage Revenue,11106.29
1550,2025-09-11,6,Fuel,-5680.75
1551,2025-02-16,4,Catering,-17855.91
1552,2024-07-09,6,Fuel,-19430.37
1553,2026-07-09,1,Airport Fees,-313.44
1554,2025-10-16,8,Catering,-8329.52
1555,2024-02-29,12,Maintenance,-11868.54
1556,2025-02-14,12,Maintenance,-21272.28
1557,2024-11-28,8,Catering,-792.06
1558,2026-01-29,7,Airport Fees,-18867.3
1559,2025-12-02,2,Maintenance,-23305.4
1560,2025-11-20,10,Baggage Revenue,23557.36
1561,2026-01-18,7,Airport Fees,-5861.52
1562,2024-09-07,3,Airport Fees,-15550.74
1563,2025-02-11,8,Ticket Revenue,12074.58
1564,2025-12-10,5,Maintenance,-15519.43
1565,2024-08-30,2,Crew Cost,-13797.73
1566,2025-06-11,15,Catering,-22644.4
1567,2026-02-16,13,Fuel,-18396.66
1568,2025-10-06,7,Maintenance,-13786.9
1569,2024-11-20,14,Baggage Revenue,24934.76
1570,2025-01-13,11,Ticket Revenue,23486.88
1571,2025-09-02,7,Airport Fees,-3998.1
1572,2024-04-09,2,Crew Cost,-16003.96
1573,2026-01-27,15,Airport Fees,-23415.25
1574,2024-02-04,1,Baggage Revenue,21172.25
1575,2026-01-30,14,Ticket Revenue,22382.8
1576,2026-01-28,1,Maintenance,-15532.7
1577,2025-09-05,13,Fuel,-2228.96
1578,2024-09-26,11,Crew Cost,-720.32
1579,2025-01-26,12,Ticket Revenue,7750.24
1580,2025-07-18,1,Ticket Revenue,15523.13
1581,2026-06-22,14,Fuel,-23159.26
1582,2026-03-16,10,Catering,-10037.35
1583,2024-02-27,13,Crew Cost,-15782.35
1584,2026-06-29,4,Maintenance,-13480.19
1585,2025-10-27,8,Crew Cost,-6129.33
1586,2026-07-18,3,Fuel,-8047.38
1587,2024-12-12,11,Fuel,-9517.28
1588,2026-02-10,11,Crew Cost,-19184.57
1589,2024-04-20,2,Maintenance,-16813.17
1590,2025-05-15,9,Crew Cost,-12018.77
1591,2025-02-13,10,Baggage Revenue,24786.04
1592,2024-09-12,14,Maintenance,-7672.15
1593,2024-11-08,2,Ticket Revenue,18409.42
1594,2024-01-17,11,Ticket Revenue,3032.53
1595,2025-09-27,10,Fuel,-11456.34
1596,2024-08-04,5,Maintenance,-19520.91
1597,2024-01-18,3,Maintenance,-12110.39
1598,2024-08-14,2,Baggage Revenue,14769.91
1599,2026-01-17,2,Catering,-12101.38
1600,2025-05-19,10,Catering,-5875.48
1601,2024-07-31,11,Fuel,-21817.0
1602,2025-08-24,6,Catering,-16696.51
1603,2024-07-12,14,Crew Cost,-18657.68
1604,2026-07-27,3,Catering,-23743.14
1605,2024-04-13,3,Crew Cost,-17402.56
1606,2025-01-09,9,Fuel,-1904.8
1607,2025-05-23,11,Catering,-15845.91
1608,2026-06-18,10,Airport Fees,-12775.13
1609,2024-03-21,15,Maintenance,-5771.38
1610,2026-02-12,5,Baggage Revenue,14953.8
1611,2024-08-29,6,Maintenance,-16924.02
1612,2025-11-08,11,Baggage Revenue,14110.88
1613,2024-04-26,4,Crew Cost,-4084.72
1614,2024-06-16,2,Maintenance,-15985.71
1615,2026-08-14,11,Ticket Revenue,913.28
1616,2025-08-15,11,Baggage Revenue,4237.99
1617,2024-01-25,4,Baggage Revenue,20015.78
1618,2025-07-21,2,Airport Fees,-12399.1
1619,2025-11-17,2,Baggage Revenue,14886.89
1620,2026-01-27,11,Catering,-8678.24
1621,2024-09-04,1,Airport Fees,-14282.29
1622,2025-07-08,7,Baggage Revenue,1235.68
1623,2024-05-28,1,Crew Cost,-889.76
1624,2026-07-12,3,Maintenance,-22625.95
1625,2024-07-29,14,Ticket Revenue,7372.22
1626,2024-07-09,1,Fuel,-20148.91
1627,2025-10-19,14,Airport Fees,-13052.72
1628,2024-06-07,13,Crew Cost,-2158.96
1629,2024-05-10,10,Catering,-1849.73
1630,2025-11-27,14,Catering,-1832.18
1631,2024-05-20,12,Ticket Revenue,12709.75
1632,2026-08-11,6,Crew Cost,-8540.86
1633,2026-02-18,7,Crew Cost,-24455.89
1634,2024-08-15,10,Catering,-2955.41
1635,2024-03-10,13,Crew Cost,-10100.1
1636,2024-02-21,14,Baggage Revenue,643.89
1637,2025-06-15,5,Airport Fees,-15461.81
1638,2025-09-21,2,Fuel,-2634.03
1639,2024-12-16,8,Catering,-17114.16
1640,2025-12-16,8,Baggage Revenue,18053.97
1641,2025-07-15,14,Maintenance,-24655.7
1642,2025-05-03,7,Maintenance,-5762.75
1643,2024-01-08,5,Airport Fees,-16515.49
1644,2024-08-06,4,Baggage Revenue,7852.73
1645,2024-09-09,2,Maintenance,-7819.43
1646,2025-04-20,4,Ticket Revenue,21458.53
1647,2024-07-15,6,Maintenance,-22293.19
1648,2024-10-21,14,Ticket Revenue,6943.85
1649,2024-06-06,12,Maintenance,-15077.99
1650,2024-07-27,11,Baggage Revenue,18582.79
1651,2026-04-02,1,Crew Cost,-8681.39
1652,2025-04-25,10,Fuel,-4103.24
1653,2026-06-24,2,Baggage Revenue,20465.06
1654,2024-02-15,10,Catering,-13217.07
1655,2025-03-13,7,Fuel,-7161.74
1656,2025-11-17,7,Airport Fees,-981.24
1657,2026-03-01,6,Baggage Revenue,21488.25
1658,2026-01-03,12,Airport Fees,-11287.44
1659,2025-02-18,1,Baggage Revenue,14000.0
1660,2026-08-01,12,Crew Cost,-3613.35
1661,2024-08-23,5,Fuel,-2342.66
1662,2026-04-21,7,Catering,-9092.97
1663,2026-08-14,11,Fuel,-5959.35
1664,2024-10-09,3,Catering,-1147.68
1665,2026-02-23,3,Fuel,-4650.27
1666,2024-10-18,2,Catering,-16448.24
1667,2026-04-18,4,Maintenance,-6497.36
1668,2025-03-01,12,Maintenance,-24156.06
1669,2024-12-12,2,Maintenance,-22551.28
1670,2025-11-24,11,Airport Fees,-8839.34
1671,2024-08-06,8,Catering,-19845.56
1672,2024-02-09,7,Baggage Revenue,4739.09
1673,2026-05-21,13,Catering,-11791.62
1674,2026-07-10,3,Catering,-10898.98
1675,2024-02-13,1,Ticket Revenue,21861.97
1676,2025-11-04,12,Crew Cost,-10305.73
1677,2024-04-16,2,Fuel,-4316.18
1678,2026-03-25,6,Maintenance,-17559.07
1679,2024-08-10,11,Baggage Revenue,16118.62
1680,2025-10-23,12,Ticket Revenue,8253.95
1681,2024-06-15,11,Baggage Revenue,18622.06
1682,2026-06-01,11,Maintenance,-16113.3
1683,2024-09-10,6,Maintenance,-4117.87
1684,2026-02-21,14,Baggage Revenue,5291.91
1685,2026-03-20,4,Baggage Revenue,16658.05
1686,2025-02-21,2,Crew Cost,-15124.48
1687,2024-05-10,13,Baggage Revenue,1160.79
1688,2025-11-10,10,Catering,-6616.78
1689,2024-03-01,8,Ticket Revenue,2590.23
1690,2026-06-21,12,Maintenance,-24358.88
1691,2024-12-22,11,Catering,-12233.75
1692,2026-06-24,5,Maintenance,-12819.15
1693,2024-01-22,1,Ticket Revenue,3917.98
1694,2026-05-12,12,Maintenance,-11872.79
1695,2024-05-18,11,Ticket Revenue,24102.02
1696,2025-12-19,5,Crew Cost,-21663.11
1697,2025-01-02,6,Catering,-12197.37
1698,2025-08-31,10,Catering,-22052.62
1699,2024-07-23,1,Baggage Revenue,10715.76
1700,2025-06-10,11,Crew Cost,-15428.32
1701,2025-07-15,3,Airport Fees,-9744.22
1702,2024-07-01,14,Ticket Revenue,17113.07
1703,2025-11-04,3,Airport Fees,-17637.55
1704,2025-03-15,15,Maintenance,-2865.07
1705,2025-01-25,7,Catering,-22494.59
1706,2024-05-09,15,Baggage Revenue,6490.69
1707,2024-03-07,12,Catering,-19120.38
1708,2024-05-27,11,Catering,-23571.41
1709,2025-08-07,3,Maintenance,-7542.46
1710,2024-05-31,9,Airport Fees,-24385.91
1711,2024-03-18,4,Catering,-19424.79
1712,2025-03-28,11,Crew Cost,-18416.35
1713,2026-01-30,6,Baggage Revenue,2917.85
1714,2024-03-24,12,Crew Cost,-11745.96
1715,2025-07-03,5,Catering,-11993.86
1716,2026-04-03,13,Ticket Revenue,22408.05
1717,2026-06-03,8,Catering,-12411.79
1718,2026-05-18,5,Airport Fees,-9827.46
1719,2026-05-19,15,Ticket Revenue,10782.04
1720,2025-10-09,11,Catering,-24103.6
1721,2025-12-28,4,Crew Cost,-15461.94
1722,2025-05-11,3,Ticket Revenue,12602.04
1723,2025-11-11,13,Ticket Revenue,19168.08
1724,2026-07-02,2,Baggage Revenue,7237.62
1725,2024-06-19,2,Ticket Revenue,21428.92
1726,2024-11-04,12,Fuel,-15691.55
1727,2025-05-19,2,Catering,-6828.76
1728,2025-08-01,9,Catering,-2709.37
1729,2026-03-22,14,Fuel,-12711.7
1730,2026-02-03,8,Airport Fees,-19134.45
1731,2024-09-06,15,Fuel,-8386.48
1732,2025-12-06,6,Airport Fees,-24087.73
1733,2024-01-28,12,Crew Cost,-13532.69
1734,2026-03-19,4,Airport Fees,-21311.5
1735,2024-11-27,6,Ticket Revenue,3357.51
1736,2024-08-11,9,Airport Fees,-13770.96
1737,2025-01-16,6,Airport Fees,-24456.4
1738,2026-02-07,2,Crew Cost,-11032.98
1739,2026-07-04,6,Fuel,-19522.19
1740,2024-02-03,11,Maintenance,-17716.02
1741,2026-02-05,7,Catering,-8718.23
1742,2025-06-12,8,Ticket Revenue,20806.35
1743,2024-07-09,3,Catering,-11232.56
1744,2024-01-10,10,Ticket Revenue,9799.3
1745,2024-12-30,8,Maintenance,-16686.34
1746,2024-11-30,1,Fuel,-5580.6
1747,2026-02-17,10,Ticket Revenue,22713.7
1748,2025-07-08,6,Fuel,-1949.41
1749,2026-01-02,2,Baggage Revenue,22465.86
1750,2025-11-11,6,Airport Fees,-13669.53
1751,2024-09-15,8,Fuel,-16824.08
1752,2025-04-22,9,Catering,-23942.55
1753,2025-12-22,9,Baggage Revenue,24034.87
1754,2026-06-27,14,Catering,-21360.07
1755,2025-02-20,8,Ticket Revenue,19165.64
1756,2025-05-04,11,Maintenance,-14356.4
1757,2024-10-25,11,Baggage Revenue,5875.66
